churn_status,session_length_seconds,session_count,event_count,closed_session_event_count,open_session_event_count,quest_completed_event_count,store_purchase_event_count,active_days
Churned,24114,82,567,122,123,11,0,34
Stayed,28139,91,581,103,100,79,16,39
Churned,46121,141,930,194,190,119,0,43
Stayed,93327,366,2387,421,430,104,2,55
Stayed,34769,38,708,110,111,159,1,15
Churned,4,1,5,1,1,0,0,1
Churned,3539,7,75,11,11,8,0,2
Churned,4596,21,134,28,28,20,0,12
Churned,6,1,4,1,1,0,0,1
Churned,238,3,13,3,3,0,0,2
Churned,6,1,4,1,1,0,0,1
Churned,22077,57,719,101,100,68,4,23
Churned,596,2,21,3,3,2,0,1
Churned,531,2,10,2,2,0,0,1
Stayed,17485,32,383,64,63,36,2,7
Stayed,128680,234,3043,291,291,1524,15,48
Stayed,4797,14,155,20,21,22,1,5
Stayed,6248,20,167,21,20,64,1,16
Stayed,12537,22,195,28,27,28,1,6
Stayed,55906,112,971,164,159,207,17,42
Stayed,79808,196,1937,267,266,549,1,31
Stayed,181690,166,2078,394,392,446,8,50
Stayed,3018,11,121,14,14,5,0,8
Stayed,9140,40,334,45,44,53,3,23
Stayed,7487,18,193,31,30,15,4,8
Churned,2463,4,92,8,8,10,0,3
Stayed,9776,31,163,40,40,11,3,12
Churned,832,4,48,8,8,4,0,2
Churned,4060,22,105,24,22,9,0,17
Stayed,520,1,17,5,5,0,0,1
Churned,2163,18,80,20,20,0,1,13
Churned,984,9,67,12,12,1,0,8
Stayed,27850,104,823,233,233,102,5,36
Stayed,3742,41,194,51,51,5,0,18
Churned,1,1,4,1,1,0,0,1
Churned,48929,42,1090,127,127,539,2,5
Churned,233,1,15,6,6,0,0,1
Churned,103,1,5,1,1,0,0,1
Stayed,75710,97,1350,258,255,104,0,20
Churned,20586,68,404,104,104,16,0,30
Churned,51083,271,1362,314,316,135,6,39
Stayed,232510,316,4775,535,524,2362,30,54
Churned,184,1,7,2,2,0,0,1
Stayed,60480,22,1072,34,33,643,2,5
Stayed,727,1,32,12,12,0,0,1
Stayed,1838,5,58,8,8,7,0,4
Stayed,18526,16,323,40,38,61,1,7
Stayed,1128,1,26,2,1,6,0,1
Stayed,0,1,1,0,0,0,0,1
Stayed,37058,51,608,126,125,87,3,15
Churned,19798,34,367,56,56,141,0,14
Churned,19226,27,380,65,64,41,0,9
Churned,7893,17,242,23,22,36,0,5
Stayed,0,1,1,0,0,0,0,1
Churned,248,2,10,3,3,0,0,2
Stayed,9843,12,118,30,29,17,0,5
Churned,879,4,29,8,8,1,1,3
Churned,2158,3,95,4,4,24,0,2
Churned,19,1,4,1,1,0,0,1
Stayed,408,4,26,5,5,0,0,4
Churned,36,1,4,1,1,0,0,1
Stayed,1560,1,32,2,2,2,0,1
Stayed,3115,8,64,10,9,13,0,7
Churned,17803,31,495,53,52,100,0,5
Stayed,158031,386,3248,779,781,642,12,54
Stayed,8,3,6,1,1,0,0,3
Churned,145,3,16,5,5,0,0,2
Churned,228,1,10,2,2,0,0,1
Stayed,198670,124,3485,208,209,1919,1,24
Churned,23576,21,500,39,39,109,0,6
Churned,7780,19,223,32,32,26,0,10
Stayed,81154,147,1245,174,173,254,0,51
Churned,1953,1,40,3,3,6,0,1
Churned,888,3,21,7,7,0,0,3
Churned,1634,6,59,11,9,5,0,4
Stayed,64525,91,1115,184,184,171,1,31
Churned,2659,5,77,10,10,8,0,1
Stayed,8028,16,193,30,31,15,0,5
Stayed,10568,18,206,34,33,20,0,8
Stayed,657,3,33,5,5,3,0,1
Stayed,104142,265,2573,420,418,602,10,25
Churned,6931,10,173,11,9,57,0,8
Stayed,245670,305,3989,536,534,1657,2,35
Stayed,263493,276,2684,655,652,395,8,24
Churned,3301,19,104,20,20,12,1,14
Stayed,72104,356,2340,401,399,553,26,55
Churned,507,3,25,4,4,1,0,1
Churned,301,2,13,4,4,0,0,2
Stayed,149140,105,1418,300,300,70,4,9
Churned,1671,18,124,22,22,21,0,12
Stayed,214,1,7,2,2,0,0,1
Churned,48916,91,1074,150,149,252,3,40
Stayed,11472,28,223,45,44,25,0,14
Churned,15733,24,377,36,36,156,3,10
Stayed,6920,11,212,17,16,36,0,9
Stayed,26687,26,368,74,71,73,1,4
Stayed,3321,3,119,10,9,15,0,3
Stayed,12755,20,362,64,63,73,1,10
Churned,3489,7,99,10,11,10,1,5
Stayed,284,1,6,2,2,0,0,1
Stayed,337024,343,3812,688,681,1315,4,54
Stayed,15223,54,333,96,95,5,0,28
Churned,89,1,7,2,2,0,0,1
Stayed,171,1,4,1,1,0,0,1
Churned,1239,2,34,2,2,2,0,2
Churned,425,1,17,2,2,2,0,1
Stayed,3673,7,125,12,12,8,4,4
Stayed,121135,126,2415,153,150,1355,9,51
Stayed,279155,365,4939,1037,1033,1066,46,40
Stayed,31490,19,388,75,75,87,2,5
Stayed,1467,2,36,4,4,7,0,2
Stayed,99608,205,1476,374,372,90,8,43
Churned,1141,3,43,5,5,5,0,2
Stayed,251428,329,3290,887,883,104,15,36
Stayed,44242,236,1405,276,273,251,5,50
Stayed,60391,270,1743,318,317,410,18,53
Stayed,69988,202,1526,316,314,132,7,50
Churned,6692,8,109,12,13,16,0,3
Stayed,38752,69,896,144,148,192,2,8
Churned,8710,9,186,20,20,19,0,6
Stayed,6907,19,189,26,26,51,0,10
Stayed,34586,39,512,64,63,213,2,21
Churned,10204,7,132,28,28,14,0,3
Stayed,56680,52,572,119,118,56,6,7
Churned,389,1,8,2,2,1,0,1
Churned,2195,3,55,10,9,7,0,2
Stayed,986,4,57,6,6,5,0,3
Stayed,17369,28,528,45,44,99,0,14
Stayed,9261,27,200,44,44,16,0,11
Churned,1297,5,55,6,5,11,2,2
Churned,17004,6,240,31,31,35,0,3
Churned,47,1,5,1,1,0,0,1
Churned,7432,6,119,13,13,16,0,3
Stayed,370025,701,6334,1075,1073,1420,19,55
Churned,5509,6,123,8,8,30,1,4
Churned,35172,91,1152,199,199,178,1,18
Stayed,199206,260,2996,724,722,325,6,26
Stayed,103786,236,2243,283,283,875,10,37
Churned,761,4,30,4,4,1,0,4
Churned,672,1,21,4,4,1,0,1
Churned,76527,154,1488,260,260,540,0,19
Stayed,4163,10,80,21,19,4,0,5
Churned,2633,3,61,6,6,7,5,3
Churned,51,4,16,4,4,0,0,3
Churned,24,1,4,1,1,0,0,1
Stayed,434259,327,10045,791,790,6080,42,33
Stayed,55317,32,873,118,119,134,5,9
Stayed,13779,38,425,63,63,117,2,20
Stayed,4765,8,171,19,17,29,0,4
Stayed,9126,8,137,11,11,16,0,1
Churned,2283,4,34,9,9,0,0,4
Churned,1000,4,57,6,6,4,3,3
Churned,5030,5,158,8,8,8,0,3
Churned,222,2,14,3,3,0,0,1
Stayed,7188,11,211,17,17,39,0,9
Churned,228,1,11,2,2,0,0,1
Stayed,16511,24,295,37,36,35,0,7
Stayed,76014,195,1503,307,307,258,4,51
Stayed,42260,43,591,85,79,190,5,14
Churned,2841,2,124,8,8,11,3,2
Stayed,5593,57,265,61,60,13,2,39
Stayed,27004,142,817,164,166,53,6,54
Churned,394,2,10,3,3,0,0,2
Stayed,75119,135,1681,254,243,474,8,39
Churned,155,1,6,2,2,0,0,1
Churned,43912,82,544,111,100,44,5,16
Churned,1049,8,67,15,14,2,0,6
Churned,23203,16,408,77,76,24,1,5
Churned,5524,10,121,18,17,11,0,3
Stayed,14704,35,366,40,39,57,0,19
Stayed,26696,161,789,183,182,0,2,53
Churned,298,2,9,2,2,0,0,2
Stayed,12873,17,298,27,26,25,0,7
Stayed,16742,21,362,67,65,48,1,4
Churned,3342,3,117,6,6,15,0,1
Churned,634,2,17,4,4,1,0,2
Churned,531,2,15,3,3,0,0,2
Stayed,100215,82,2065,225,222,531,1,24
Stayed,13947,8,601,13,12,142,0,5
Churned,15483,20,174,52,51,0,0,10
Stayed,763187,505,16762,1025,991,10682,27,51
Stayed,230,1,6,2,2,0,0,1
Churned,318,4,22,5,5,0,0,3
Churned,3664,5,77,7,7,9,0,2
Stayed,4465,8,87,16,15,24,0,7
Churned,78,2,8,2,2,0,0,2
Churned,1123,3,35,4,4,4,0,2
Stayed,57246,215,1154,288,287,168,4,50
Stayed,15831,12,345,23,20,115,5,7
Stayed,15088,32,350,73,73,90,0,15
Stayed,40472,112,820,140,139,118,16,50
Churned,3649,2,87,6,6,14,0,2
Stayed,35845,51,547,77,74,120,7,22
Stayed,2299,4,27,7,7,3,0,3
Stayed,38441,194,1149,222,221,127,57,50
Stayed,35745,66,746,90,90,240,6,7
Churned,32726,136,867,213,213,29,3,40
Churned,495,3,25,4,4,1,0,2
Churned,1129,2,13,3,3,0,0,2
Stayed,113,4,17,4,4,0,0,4
Churned,3769,13,99,16,16,25,0,9
Stayed,54231,165,1207,229,223,192,8,49
Stayed,70221,104,1581,173,172,398,1,13
Churned,1120,5,47,8,8,2,0,4
Churned,4,2,8,2,2,0,0,2
Stayed,16072,81,571,111,109,55,2,28
Stayed,7457,49,245,57,56,5,6,29
Stayed,24671,103,553,136,136,20,5,27
Stayed,39453,117,791,136,135,124,2,48
Churned,1312,3,52,4,4,7,0,3
Churned,70,2,8,2,2,0,0,2
Stayed,91,1,6,2,2,0,0,1
Stayed,153778,288,3056,333,325,1445,55,55
Churned,22,1,4,1,1,0,0,1
Churned,692,1,16,6,6,0,0,1
Churned,4587,13,119,18,18,18,0,8
Churned,3601,3,89,8,8,12,0,1
Churned,15436,20,307,54,52,110,0,10
Stayed,71574,267,2047,321,321,613,3,42
Stayed,143381,370,3486,651,651,1256,4,55
Stayed,3478,22,103,27,27,2,0,16
Stayed,199986,427,4862,672,665,2275,5,55
Churned,279,2,8,2,2,0,0,1
Churned,140,1,6,2,2,0,0,1
Stayed,30075,76,665,123,122,51,0,12
Churned,182933,155,2211,381,422,40,6,15
Stayed,48429,150,1412,257,258,348,0,52
Stayed,94539,228,2174,320,341,496,11,45
Stayed,15856,64,477,85,85,91,1,11
Stayed,854,2,33,4,4,5,0,1
Stayed,32130,144,1088,178,177,45,27,51
Stayed,60692,188,1066,230,224,62,11,27
Churned,11523,33,329,54,54,30,1,12
Stayed,204245,417,2604,670,661,313,40,42
Stayed,52638,33,590,109,109,31,0,12
Churned,361,2,9,2,2,0,0,2
Churned,2666,8,95,9,9,12,0,3
Stayed,50888,53,798,133,132,124,0,19
Stayed,28754,141,717,156,157,29,16,51
Stayed,3470,10,105,15,15,8,0,4
Stayed,6778,14,159,27,27,31,0,2
Stayed,6152,23,123,20,21,18,3,13
Stayed,876,5,36,6,6,1,0,5
Churned,21,1,8,2,2,0,0,1
Churned,30918,75,547,90,90,47,0,18
Stayed,4,1,5,1,1,0,0,1
Churned,4755,5,115,14,11,19,0,4
Stayed,40748,44,1847,93,94,569,5,16
Churned,3208,4,135,12,12,19,0,4
Stayed,35254,84,614,121,118,50,10,39
Churned,4671,10,94,14,14,29,0,8
Churned,2650,3,74,12,11,13,0,1
Stayed,2257,6,33,7,9,1,0,3
Stayed,9087,21,269,30,30,22,0,13
Stayed,25755,68,536,84,82,103,6,16
Churned,1172,2,29,3,3,5,0,2
Stayed,22446,41,517,68,67,63,0,18
Stayed,53968,50,851,133,130,295,0,11
Churned,3880,8,120,13,11,17,0,5
Stayed,12510,25,398,34,33,81,0,11
Stayed,29718,133,792,162,161,184,6,55
Stayed,132083,260,3090,513,512,1134,23,53
Churned,51,1,4,1,1,0,0,1
Stayed,77358,62,1858,184,179,471,1,9
Churned,5860,10,140,18,18,14,1,3
Churned,526,1,18,3,3,1,0,1
Churned,6429,5,193,14,14,14,0,3
Stayed,21,1,4,1,1,0,0,1
Churned,19212,67,544,94,93,95,1,16
Churned,1134,2,51,3,3,12,0,2
Churned,2383,3,43,6,6,3,0,2
Stayed,4749,10,88,19,19,16,0,9
Churned,7,1,4,1,1,0,0,1
Churned,2534,5,92,11,11,12,0,3
Churned,0,1,1,0,0,0,0,1
Stayed,135650,256,3867,414,435,1077,9,37
Churned,12404,11,265,33,32,127,0,7
Stayed,5353,5,150,12,12,15,0,4
Churned,4578,34,162,42,42,9,4,16
Churned,340,2,15,3,3,0,0,1
Stayed,34223,27,516,63,59,142,0,8
Churned,147841,217,2355,383,386,518,14,34
Churned,215,1,8,2,2,0,0,1
Churned,53,1,6,2,2,0,0,1
Stayed,22287,79,709,99,99,55,10,38
Churned,5255,1,137,40,40,8,0,1
Stayed,3718,19,118,27,26,16,6,15
Stayed,327452,92,5449,383,380,2702,16,12
Churned,149,1,8,2,2,0,0,1
Stayed,21647,52,364,64,62,82,3,28
Stayed,151674,523,2965,825,819,170,18,52
Churned,2,1,4,1,1,0,0,1
Stayed,18978,31,395,43,42,24,1,17
Stayed,362,7,26,9,9,0,0,3
Stayed,4774,12,141,15,15,16,0,7
Stayed,14880,43,411,74,74,22,1,16
Churned,3487,6,68,11,11,6,0,5
Stayed,102714,147,2356,280,277,1070,1,35
Churned,54617,128,1478,190,188,421,1,17
Churned,8414,8,162,22,22,18,1,4
Churned,2290,5,105,8,8,10,0,2
Stayed,1765,6,75,7,7,6,0,6
Churned,5784,31,161,34,34,9,2,24
Stayed,52872,88,1353,108,106,454,1,26
Churned,1989,2,91,10,11,10,2,1
Stayed,48252,94,1024,157,160,106,3,12
Stayed,87838,107,1928,194,190,1105,0,16
Churned,47407,98,905,164,162,251,1,35
Stayed,723,5,28,7,7,2,0,5
Stayed,62173,96,1140,230,232,116,2,17
Churned,3375,10,117,20,19,17,1,7
Churned,16861,41,476,98,97,59,3,20
Stayed,155566,208,3263,317,316,640,8,21
Stayed,96162,253,1681,312,311,287,0,54
Stayed,10996,54,306,57,55,20,12,45
Stayed,1444,5,41,7,7,4,0,4
Stayed,89103,109,1718,179,180,541,1,20
Churned,3366,3,48,7,7,7,0,2
Churned,1937,1,41,4,4,9,0,1
Churned,248,5,29,6,6,0,0,5
Churned,8981,18,337,44,46,40,0,2
Stayed,1078,3,44,4,4,4,0,2
Churned,3,1,6,1,1,0,0,1
Stayed,743,3,16,3,3,0,0,3
Stayed,51852,199,1240,235,234,53,34,53
Churned,2668,8,67,13,13,7,0,7
Churned,48818,100,884,193,194,41,3,11
Churned,1520,1,43,2,2,3,0,1
Stayed,508041,592,9137,1107,1096,4325,21,55
Stayed,1846,3,79,6,6,12,1,2
Stayed,119916,211,1999,337,334,464,6,15
Churned,2075,8,65,18,18,2,1,7
Stayed,68951,181,1254,236,234,205,26,22
Stayed,45392,308,1607,422,421,55,14,54
Stayed,3645,5,94,11,11,6,0,3
Stayed,32105,76,474,106,105,36,5,32
Stayed,114238,155,1856,222,221,825,10,41
Churned,1000,4,43,9,9,2,0,3
Stayed,96070,380,2289,510,508,84,1,55
Churned,794,8,37,8,8,4,0,5
Stayed,93716,281,1867,394,392,345,118,49
Stayed,15840,18,243,26,26,59,0,7
Stayed,24656,44,488,90,87,69,2,16
Stayed,3132,6,85,8,8,18,0,4
Churned,3911,3,115,6,6,15,0,2
Churned,1973,6,131,8,9,9,2,3
Churned,525,7,33,7,7,2,0,6
Churned,3317,15,168,18,22,21,0,7
Churned,1423,3,43,4,4,5,0,1
Stayed,23694,52,622,87,87,119,0,13
Stayed,2344,7,77,20,20,4,0,5
Stayed,2539,8,70,16,16,10,0,7
Stayed,4741,12,184,21,19,20,0,6
Churned,23523,33,508,67,63,169,2,25
Stayed,304394,465,4103,931,930,958,34,55
Churned,1,1,4,1,1,0,0,1
Stayed,23718,59,1081,155,135,191,2,37
Churned,4762,12,97,16,16,6,0,7
Churned,4841,17,156,20,19,19,4,10
Churned,19711,12,312,25,22,168,0,7
Stayed,13913,6,390,12,12,274,1,4
Stayed,171042,199,1789,404,399,114,27,26
Churned,497,1,17,2,2,1,0,1
Stayed,10579,50,360,59,59,95,1,35
Stayed,13913,15,312,33,34,26,1,5
Stayed,36460,85,620,121,117,129,1,40
Churned,21436,31,396,68,68,69,74,16
Churned,37329,72,901,156,153,48,4,20
Stayed,70698,229,1223,336,335,79,16,51
Stayed,332,2,12,3,3,0,0,2
Churned,595,2,24,3,3,4,0,2
Stayed,7999,9,219,32,33,17,0,3
Stayed,8424,12,282,22,21,16,3,3
Stayed,31902,44,942,73,72,222,0,14
Stayed,44106,114,1978,209,213,301,2,19
Stayed,315739,579,4663,1124,1130,611,183,55
Churned,644,1,13,4,4,0,0,1
Stayed,5740,10,138,17,17,16,0,6
Stayed,8638,13,162,28,27,19,0,9
Stayed,928,3,24,6,7,0,0,2
Stayed,12830,30,289,41,40,42,3,19
Churned,644,1,22,2,2,2,0,1
Churned,22633,31,417,47,47,65,0,9
Churned,878,5,43,7,7,6,0,2
Churned,1048,1,28,5,5,2,0,1
Churned,43,2,10,3,3,0,0,2
Stayed,113596,222,2859,320,319,1355,40,46
Stayed,1710,5,58,9,10,6,0,1
Churned,5948,15,155,21,20,17,2,7
Churned,3237,4,233,8,7,25,0,3
Churned,147,1,6,2,2,0,0,1
Stayed,7277,27,280,32,32,23,0,17
Churned,6440,18,152,26,25,8,20,14
Churned,3030,5,82,9,9,15,0,3
Stayed,234896,285,4556,367,364,2338,28,54
Stayed,520,11,59,16,16,0,0,10
Churned,386,1,20,6,6,0,0,1
Stayed,72,1,7,2,2,0,0,1
Churned,5325,30,151,38,37,10,0,18
Churned,1208,1,37,2,2,4,0,1
Stayed,1403,10,29,6,3,0,0,9
Churned,1996,3,63,10,10,8,4,1
Stayed,36821,75,983,111,111,161,6,23
Stayed,27383,36,308,71,71,46,1,8
Stayed,155205,128,2079,321,354,246,9,13
Churned,27688,81,558,107,107,79,2,15
Stayed,37344,64,1001,103,102,153,2,17
Churned,714,2,24,4,3,2,0,2
Stayed,281,3,17,4,4,0,0,3
Stayed,215,4,21,6,6,0,0,3
Churned,14934,61,325,69,68,30,0,34
Churned,2509,9,81,10,10,7,0,4
Churned,11435,27,291,41,41,45,3,16
Stayed,10375,17,297,37,37,116,2,7
Churned,28439,42,493,85,78,96,2,18
Stayed,144054,92,1487,353,355,119,9,16
Stayed,292493,439,4568,969,964,1349,29,51
Stayed,46401,127,1079,185,181,41,1,34
Churned,1955,4,62,7,7,11,0,3
Stayed,42090,132,776,170,168,121,8,33
Churned,2602,5,53,7,7,16,0,4
Churned,11843,7,231,13,13,96,0,4
Churned,2979,5,47,10,10,2,0,3
Stayed,93,1,6,2,2,0,0,1
Stayed,41396,50,719,105,104,56,3,21
Stayed,58120,102,1062,187,175,156,1,33
Stayed,117883,393,2216,558,555,206,16,43
Stayed,58323,50,719,214,205,71,26,20
Stayed,50133,114,793,154,153,95,6,30
Stayed,70032,218,1600,253,252,113,2,50
Stayed,5869,12,156,16,16,55,0,4
Churned,331,1,16,2,2,1,0,1
Churned,938,2,40,3,3,4,0,2
Stayed,781,1,19,0,1,6,0,1
Stayed,5840,6,124,8,9,19,0,5
Stayed,38931,129,750,171,170,16,0,51
Churned,3693,2,88,13,11,12,0,1
Stayed,1440,3,36,7,7,1,0,1
Stayed,236812,574,5588,895,893,2383,13,55
Stayed,12339,84,396,92,93,9,1,44
Stayed,36614,61,737,81,83,23,3,18
Churned,6889,51,265,57,57,37,0,9
Churned,3362,11,60,14,14,5,0,6
Churned,592,1,22,2,2,3,0,1
Churned,1292,4,37,8,8,2,0,4
Stayed,115702,134,2086,368,365,466,8,12
Stayed,10116,38,210,46,46,16,1,13
Stayed,949,2,34,3,2,4,0,1
Churned,1761,3,63,6,6,5,0,3
Stayed,477770,236,11149,907,898,7420,20,42
Churned,814,2,25,3,3,1,0,2
Stayed,48834,203,1197,264,263,167,31,52
Churned,32868,59,725,96,95,115,1,11
Stayed,5664,2,64,7,7,6,0,1
Stayed,229614,410,2786,665,667,406,2,55
Churned,36071,80,966,121,119,232,0,10
Churned,1534,14,58,14,14,2,0,6
Stayed,14684,37,285,44,43,32,1,17
Stayed,555,4,30,10,10,0,0,2
Churned,10663,37,273,56,56,18,0,6
Stayed,20178,21,418,32,35,104,1,10
Stayed,21998,59,533,76,74,94,8,28
Stayed,976,1,22,3,3,1,0,1
Stayed,93523,138,1729,222,225,217,9,41
Stayed,13545,10,333,24,24,23,0,4
Churned,9138,95,472,108,108,38,0,38
Churned,96,4,16,4,4,0,0,4
Churned,8,1,4,1,1,0,0,1
Stayed,25168,87,725,102,101,181,4,21
Stayed,6605,17,161,26,26,8,0,8
Churned,31669,30,971,76,76,299,1,6
Stayed,18644,12,265,39,36,27,1,3
Stayed,302321,319,7414,574,570,4557,26,55
Churned,2804,3,47,8,7,3,1,2
Stayed,12182,23,401,29,29,57,3,10
Stayed,47480,60,848,126,124,261,0,22
Stayed,157,1,7,2,2,0,0,1
Churned,5473,14,77,21,17,0,0,10
Churned,118,1,7,2,2,0,0,1
Churned,70245,109,1090,242,234,92,6,14
Churned,793,6,34,6,6,5,0,4
Stayed,135,2,13,4,4,0,0,2
Stayed,6065,74,273,82,82,3,0,22
Churned,1453,5,51,10,10,6,0,1
Churned,29,1,4,1,1,0,0,1
Stayed,12504,36,225,45,44,58,0,22
Stayed,11716,28,262,45,44,16,0,18
Churned,12735,21,421,31,30,97,0,9
Churned,1487,6,33,7,7,0,0,4
Stayed,1046,1,13,4,4,0,0,1
Stayed,22104,70,521,105,105,45,0,37
Stayed,42165,68,720,114,113,37,6,33
Churned,113,1,6,2,2,0,0,1
Churned,3449,4,60,10,9,8,0,3
Stayed,100170,313,2150,382,380,451,6,54
Stayed,190,3,10,3,2,0,0,3
Churned,6589,74,308,82,81,6,0,33
Stayed,15813,42,323,51,52,33,1,8
Stayed,43136,51,956,87,84,290,1,7
Stayed,3060,7,117,11,11,15,0,6
Stayed,27795,71,566,93,93,52,1,12
Stayed,6550,20,127,24,24,25,0,12
Churned,1043,10,48,12,12,1,0,10
Stayed,8456,4,82,11,11,37,0,2
Stayed,22471,64,563,112,104,40,0,20
Stayed,43143,88,850,117,117,182,3,36
Churned,73139,175,1338,272,269,386,6,26
Stayed,457,4,20,4,5,0,0,2
Churned,9516,31,200,40,39,8,0,23
Churned,541,1,25,3,3,5,0,1
Stayed,112,2,8,2,2,0,0,2
Stayed,1777,9,72,14,14,7,0,8
Churned,60,1,4,1,1,0,0,1
Stayed,46184,112,698,213,207,13,10,35
Stayed,47527,122,793,129,128,147,15,44
Churned,2465,16,88,21,21,4,0,7
Churned,7,1,5,1,1,0,0,1
Churned,412,2,11,2,2,1,0,2
Churned,2803,4,59,10,10,6,0,3
Churned,1959,4,58,7,7,5,0,1
Churned,9598,15,238,17,17,47,2,8
Churned,90099,179,1865,342,340,473,2,28
Churned,1635,2,81,3,3,16,0,1
Stayed,14834,14,334,25,25,111,0,7
Churned,7422,18,233,25,25,44,0,5
Churned,118,1,9,3,3,0,0,1
Churned,13108,47,215,58,58,12,2,16
Churned,3593,2,83,6,5,15,0,1
Churned,173,1,8,2,2,0,0,1
Stayed,13474,37,268,57,58,37,0,16
Churned,31591,119,569,158,157,28,5,31
Churned,577,2,34,7,7,4,3,2
Churned,141774,103,1801,279,279,690,6,24
Stayed,5332,21,158,26,25,40,2,15
Stayed,124136,273,2477,627,629,357,5,46
Churned,1713,1,53,2,2,6,0,1
Churned,6214,37,218,55,54,22,0,24
Stayed,81205,85,1131,267,264,148,7,23
Churned,136,2,10,3,3,0,0,2
Churned,1085,3,26,4,4,3,0,2
Churned,1990,3,24,3,1,8,0,3
Stayed,13154,62,408,80,81,41,27,26
Stayed,9620,40,290,52,51,90,0,28
Stayed,18950,21,274,30,31,29,1,14
Stayed,124730,286,2612,462,469,598,22,50
Stayed,4040,15,145,19,21,23,0,10
Stayed,41459,55,731,152,152,135,2,10
Stayed,153426,296,2159,439,432,275,5,33
Stayed,13581,30,310,46,45,31,2,7
Stayed,7288,19,230,26,26,43,0,13
Churned,6163,40,218,45,44,14,2,25
Stayed,93681,229,2642,315,313,952,14,53
Stayed,5444,8,69,15,14,5,0,5
Stayed,100638,77,1962,171,171,300,5,11
Churned,4504,9,116,12,12,18,0,4
Stayed,1327,3,61,7,7,10,0,3
Stayed,16197,21,436,46,44,42,0,8
Churned,3525,2,193,4,4,14,0,2
Stayed,8980,22,254,32,33,121,1,6
Churned,7793,9,132,17,17,11,2,7
Stayed,52804,92,834,135,134,174,4,12
Stayed,86214,154,1758,366,367,199,8,18
Churned,72,2,14,3,3,0,0,2
Churned,398,1,14,4,4,0,0,1
Stayed,5722,6,68,16,17,20,1,1
Stayed,40666,24,770,76,73,274,2,15
Stayed,47602,122,976,199,198,146,25,44
Stayed,26450,46,382,67,66,34,7,19
Churned,3540,4,153,28,28,17,0,2
Churned,18447,93,537,101,101,62,7,27
Stayed,6862,17,166,25,25,21,0,11
Churned,418,1,18,2,2,1,0,1
Stayed,215668,277,4550,603,602,2173,32,43
Churned,339,1,10,3,3,0,0,1
Churned,13,8,17,3,3,0,0,8
Churned,9148,17,221,31,31,28,0,8
Stayed,52963,269,1300,334,333,121,21,52
Churned,2044,3,34,4,4,6,0,3
Churned,31965,33,696,65,65,109,0,13
Stayed,3120,5,60,9,9,8,0,5
Stayed,137160,104,2258,337,336,669,8,8
Churned,6017,6,133,15,14,61,0,6
Churned,950,4,25,5,5,2,0,4
Stayed,76122,267,1572,346,345,133,24,55
Stayed,532,3,27,4,4,1,0,3
Stayed,1407,7,38,10,10,1,0,3
Churned,236,1,9,1,1,0,0,1
Churned,1129,2,28,4,4,1,0,2
Stayed,146022,257,2477,492,493,321,9,21
Stayed,15235,45,486,67,67,65,0,27
Stayed,566,1,23,6,6,0,0,1
Stayed,3178,8,84,11,11,14,0,7
Stayed,4370,11,102,18,17,11,0,4
Churned,7067,11,106,17,17,13,0,4
Stayed,13995,31,273,46,46,68,0,17
Churned,7916,16,155,33,33,17,4,8
Churned,441,1,22,2,2,5,0,1
Churned,429,1,17,2,2,1,0,1
Churned,1449,4,39,8,8,4,0,2
Churned,2450,3,82,8,8,11,0,1
Stayed,61404,212,1284,254,256,166,8,30
Stayed,84292,140,1610,389,388,275,23,22
Stayed,15287,59,762,74,72,32,5,41
Churned,728,1,27,5,5,2,0,1
Stayed,1852,16,74,18,18,2,0,14
Stayed,108250,136,1538,238,237,435,12,23
Churned,10513,7,180,22,22,31,0,5
Stayed,9116,3,165,7,7,24,0,2
Churned,524,2,14,4,4,0,0,2
Stayed,363327,330,2340,553,538,128,17,29
Churned,141,1,10,3,3,0,0,1
Churned,22264,39,422,64,62,66,1,23
Churned,195,1,7,2,2,0,0,1
Churned,35,1,6,2,2,0,0,1
Churned,2459,13,108,17,17,14,0,10
Stayed,41386,122,748,145,144,66,11,37
Stayed,45574,68,636,138,137,134,1,20
Churned,5555,4,142,11,11,11,0,3
Stayed,74620,43,1073,96,97,450,3,7
Stayed,8066,16,97,21,21,8,1,10
Stayed,3520,53,234,59,59,0,0,38
Churned,1045,4,24,5,5,2,0,3
Churned,7721,6,144,13,12,20,1,3
Churned,22078,29,318,70,70,33,3,6
Stayed,3861,24,120,28,29,8,0,16
Stayed,264,3,14,4,4,0,0,2
Stayed,4179,11,164,13,12,14,0,6
Stayed,124089,192,2308,325,320,629,2,40
Churned,449,4,25,6,6,1,0,4
Stayed,370364,444,8019,1017,1008,3447,3,54
Churned,8625,24,226,27,27,54,1,9
Stayed,4796,11,125,18,18,15,0,9
Churned,11347,37,243,48,48,18,2,10
Churned,3297,8,51,8,8,4,0,8
Churned,998,3,31,6,5,2,0,3
Stayed,256402,220,3644,651,647,1180,0,39
Churned,579,1,13,4,4,0,0,1
Churned,7152,29,236,38,38,28,1,8
Churned,117,1,4,1,1,0,0,1
Stayed,37707,38,523,134,135,16,0,19
Stayed,48144,190,1273,218,218,176,9,50
Churned,208194,351,3290,673,672,978,16,36
Stayed,22282,49,535,93,93,115,0,14
Churned,43186,55,378,87,87,8,2,18
Churned,1961,1,49,6,6,1,0,1
Churned,1156,1,20,2,2,10,0,1
